	Model Cluster	p Value Log	Odds Ratio	Description	Antibody	Size	Cluster Site - TF Region Overlap (a)	TF Region Only (b)	Cluster Site Only (c)	Assessed Methylation Background (d)	ENOCDE File
3923	4	0.3167781730368123	1.248172289077042	encode_v4_hg19 HNF4G	HNF4G	24896.0	2	13504	56	471950	ENCFF123FQW.bed
3924	7	0.3166717084318401	1.123591977832196	encode_v4_hg19 FOXA1	FOXA1	33451.0	4	18670	89	466749	ENCFF081USG.bed
3925	5	0.3162472859143279	1.5317098240735236	encode_v4_hg19 GATAD2B	GATAD2B	7750.0	1	4550	69	480892	ENCFF327XIO.bed
3926	2	0.31572183488522104	1.1803962577056744	encode_v4_hg19 MLLT1	MLLT1	46493.0	3	41767	27	443715	ENCFF652GOE.bed
3927	6	0.315660436080825	1.0974411667223427	encode_v4_hg19 ZKSCAN1	ZKSCAN1	13607.0	5	17202	124	468181	ENCFF560UGR.bed
3928	7	0.31554667224896743	1.121717348757461	encode_v4_hg19 FOSL2	FOSL2	30389.0	4	18700	89	466719	ENCFF401HSI.bed
3929	6	0.31505430052048367	1.0645718069485954	encode_v4_hg19 ZC3H8	ZC3H8	9644.0	8	28383	121	457000	ENCFF049ISU.bed
3930	5	0.31500866147789525	1.0878737087757167	encode_v4_hg19 SP1	SP1	30581.0	6	38514	64	446928	ENCFF600MKH.bed
3931	9	0.3146833004584102	1.155830725329856	encode_v4_hg19 ATF2	ATF2	24889.0	3	10994	112	474403	ENCFF182MPY.bed
3932	2	0.31465582331223246	1.2574552232589058	encode_v4_hg19 MAX	MAX	12673.0	2	26095	28	459387	ENCFF495URV.bed
3933	6	0.3146422434798936	1.1549664695210826	encode_v4_hg19 ZBTB37	ZBTB37	8164.0	3	9804	126	475579	ENCFF180WMP.bed
3934	1	0.31461659451850127	1.1283260427661852	encode_v4_hg19 CTCF	CTCF	42242.0	4	34736	46	450726	ENCFF383VPO.bed
3935	4	0.31458447086817476	1.5264241819810953	encode_v4_hg19 MAFF	MAFF	27823.0	1	5516	57	479938	ENCFF119AHD.bed
3936	9	0.314520632759896	1.0722388879400808	encode_v4_hg19 HNF4A	HNF4A	53069.0	7	27668	108	457729	ENCFF704BPD.bed
3937	6	0.31421989371472	1.1541254441581272	encode_v4_hg19 IRF1	IRF1	4249.0	3	9811	126	475572	ENCFF368IYV.bed
3938	8	0.31378822000418316	1.5343183741808042	encode_v4_hg19 ZBTB7B	ZBTB7B	7245.0	1	9131	34	476346	ENCFF339BDC.bed
3939	5	0.31377344375572847	1.0690647172506815	encode_v4_hg19 RNF2	RNF2	46943.0	8	52282	62	433160	ENCFF271MJE.bed
3940	5	0.31375541253539313	1.5192347596212454	encode_v4_hg19 ZNF7	ZNF7	8186.0	1	4587	69	480855	ENCFF669TCB.bed
3941	4	0.3137446974352971	1.161271346225439	encode_v4_hg19 ZNF580	ZNF580	20254.0	3	21779	55	463675	ENCFF664HXY.bed
3942	8	0.3135753331863055	1.2499276436498796	encode_v4_hg19 ZNF449	ZNF449	17312.0	2	22451	33	463026	ENCFF548EZW.bed
3943	5	0.31349996323165186	1.0998811146847653	encode_v4_hg19 TFAP4	TFAP4	29223.0	5	31731	65	453711	ENCFF696OTJ.bed
3944	3	0.3134916877452532	1.0780996818365935	encode_v4_hg19 ZNF24	ZNF24	13958.0	6	14026	187	471293	ENCFF649OPX.bed
3945	8	0.31346914389311575	1.2496358447139146	encode_v4_hg19 PAX5	PAX5	24302.0	2	22456	33	463021	ENCFF192WNJ.bed
3946	3	0.31318103730642716	1.5074363334903147	encode_v4_hg19 ZNF488	ZNF488	2467.0	1	1671	192	483648	ENCFF800KKQ.bed
3947	1	0.3131259973317526	1.1045289646182384	encode_v4_hg19 IKZF2	IKZF2	53424.0	5	44371	45	441091	ENCFF511HZB.bed
3948	4	0.31280067432493747	1.1227417410984304	encode_v4_hg19 CTCF	CTCF	46052.0	4	30046	54	455408	ENCFF564KJT.bed
3949	5	0.31275299585431293	1.5142344520420303	encode_v4_hg19 LCORL	LCORL	8681.0	1	4602	69	480840	ENCFF413PEE.bed
3950	6	0.31271608882924334	1.0449162080901966	encode_v4_hg19 HNF1A	HNF1A	25086.0	12	43385	117	441998	ENCFF767MSS.bed
3951	4	0.31248838154326536	1.2365837350191842	encode_v4_hg19 CTCF	CTCF	19548.0	2	13627	56	471827	ENCFF092IAE.bed
3952	4	0.312427964037165	1.158597665056036	encode_v4_hg19 EP300	EP300	23400.0	3	21827	55	463627	ENCFF191GQE.bed
3953	2	0.3122891398393347	1.5317964665186399	encode_v4_hg19 HNF1A	HNF1A	14400.0	1	10688	29	474794	ENCFF162SGM.bed
3954	8	0.31214027287784085	1.1683030809035269	encode_v4_hg19 CTCF	CTCF	39177.0	3	36063	32	449414	ENCFF108PPI.bed
3955	5	0.31209320440392624	1.1189586763726964	encode_v4_hg19 CTCF	CTCF	32426.0	4	24942	66	460500	ENCFF782UJX.bed
3956	3	0.3120435791761782	1.147727000798075	encode_v4_hg19 TCF7L2	TCF7L2	11981.0	3	6586	190	478733	ENCFF332AZX.bed
3957	5	0.3117843618959175	1.118438697074286	encode_v4_hg19 ZBTB33	ZBTB33	33094.0	4	24953	66	460489	ENCFF260XMT.bed
3958	1	0.31170790362283307	1.5148670520337626	encode_v4_hg19 NRF1	NRF1	2174.0	1	6453	49	479009	ENCFF982PLG.bed
3959	5	0.31112480062274217	1.2303088952275492	encode_v4_hg19 TRIM28	TRIM28	15253.0	2	11334	68	474108	ENCFF770JQM.bed
3960	1	0.3108722362216554	1.1578583910306575	encode_v4_hg19 AHR	AHR	11671.0	3	25364	47	460098	ENCFF868LEZ.bed
3961	6	0.3106000516049858	1.2233196216007427	encode_v4_hg19 CUX1	CUX1	7045.0	2	6169	127	479214	ENCFF136KLM.bed
3962	8	0.31036547683238297	1.5170397131583337	encode_v4_hg19 JUND	JUND	41462.0	1	9233	34	476244	ENCFF562YSV.bed
3963	5	0.31005218060878226	1.0718195090139393	encode_v4_hg19 ELF1	ELF1	20681.0	7	45598	63	439844	ENCFF133TSU.bed
3964	8	0.30946352588082293	1.2386429711650548	encode_v4_hg19 CTCF	CTCF	26265.0	2	22646	33	462831	ENCFF447GBU.bed
3965	1	0.3094369237230164	1.1549273374245348	encode_v4_hg19 IKZF1	IKZF1	51349.0	3	25425	47	460037	ENCFF711ILQ.bed
3966	6	0.3093174986582239	1.2199145163269776	encode_v4_hg19 RCOR1	RCOR1	8245.0	2	6186	127	479197	ENCFF160KBR.bed
3967	1	0.30925501991545495	1.1191538728126103	encode_v4_hg19 ZNF816	ZNF816	13967.0	4	35000	46	450462	ENCFF994VNA.bed
3968	6	0.3091765996469779	1.088052422192426	encode_v4_hg19 ZNF644	ZNF644	12937.0	5	17345	124	468038	ENCFF773XPT.bed
3969	3	0.3090111961791068	1.0423413281665552	encode_v4_hg19 ELF1	ELF1	12791.0	11	26599	182	458720	ENCFF290IBP.bed
3970	7	0.308690917294779	1.0440288204948502	encode_v4_hg19 CTCF	CTCF	54462.0	12	60322	81	425097	ENCFF159EKP.bed
3971	4	0.3084931688596861	1.0950585391582575	encode_v4_hg19 CTCF	CTCF	40005.0	5	38504	53	446950	ENCFF133LGF.bed
3972	4	0.3084036563085374	1.1504273449295161	encode_v4_hg19 MLLT1	MLLT1	24040.0	3	21975	55	463479	ENCFF556MUV.bed
3973	1	0.30835444943897844	1.4981586851757895	encode_v4_hg19 SREBF1	SREBF1	7808.0	1	6524	49	478938	ENCFF571VYR.bed
3974	6	0.3083407857073215	1.2173232150676612	encode_v4_hg19 REST	REST	11941.0	2	6199	127	479184	ENCFF096JDA.bed
3975	8	0.30823130836649293	1.2352668329859482	encode_v4_hg19 FOXJ2	FOXJ2	15327.0	2	22705	33	462772	ENCFF957CVJ.bed
3976	2	0.3079129666276796	1.5096897510181808	encode_v4_hg19 ZNF24	ZNF24	16559.0	1	10841	29	474641	ENCFF664TYB.bed
3977	3	0.30786280457243137	1.0246896141271664	encode_v4_hg19 ZNF639	ZNF639	26413.0	21	51670	172	433649	ENCFF643AUL.bed
3978	7	0.30770319897863735	1.0750909572156977	encode_v4_hg19 CTCF	CTCF	30645.0	6	29261	87	456158	ENCFF421VTZ.bed
3979	1	0.3075414806940297	1.1510569512278854	encode_v4_hg19 XRCC5	XRCC5	12275.0	3	25506	47	459956	ENCFF708IYN.bed
3980	7	0.30754028529961547	1.0429621361529813	encode_v4_hg19 NR2C2	NR2C2	31012.0	12	60376	81	425043	ENCFF042QSE.bed
3981	6	0.30665888992053875	1.1390725867756237	encode_v4_hg19 FOXA2	FOXA2	24681.0	3	9938	126	475445	ENCFF139CMF.bed
3982	3	0.3065884392241493	1.0309359792330062	encode_v4_hg19 SMAD4	SMAD4	44564.0	15	36673	178	448646	ENCFF632APE.bed
3983	6	0.30653843757892424	1.0842237509083867	encode_v4_hg19 ZNF197	ZNF197	10697.0	5	17404	124	467979	ENCFF987UBO.bed
3984	2	0.3062643818083804	1.1264848429948138	encode_v4_hg19 LCORL	LCORL	37350.0	4	58335	26	427147	ENCFF606UCO.bed
3985	4	0.306208670434534	1.0787955538747278	encode_v4_hg19 CTCF	CTCF	45148.0	6	46907	52	438547	ENCFF847LHJ.bed
3986	8	0.30606710559265676	1.121515951985912	encode_v4_hg19 TBP	TBP	21839.0	4	50091	31	435386	ENCFF817TGF.bed
3987	2	0.3057985307402954	1.4990804926903327	encode_v4_hg19 FOXK2	FOXK2	9142.0	1	10916	29	474566	ENCFF260APL.bed
3988	3	0.3056871654521953	1.100891165606484	encode_v4_hg19 RFX1	RFX1	5929.0	4	9154	189	476165	ENCFF088YXY.bed
3989	5	0.3056568439193577	1.066393213282622	encode_v4_hg19 CREM	CREM	38453.0	7	45808	63	439634	ENCFF324ELP.bed
3990	4	0.30558477058766853	1.2179994307175768	encode_v4_hg19 ZNF33A	ZNF33A	5707.0	2	13829	56	471625	ENCFF237AST.bed
3991	8	0.30519699635408926	1.4911841648491806	encode_v4_hg19 ZBED5	ZBED5	4808.0	1	9390	34	476087	ENCFF195YPT.bed
3992	6	0.30461670553418285	1.2074571599631647	encode_v4_hg19 TRIM24	TRIM24	17660.0	2	6249	127	479134	ENCFF597YMB.bed
3993	8	0.3046120099104536	1.4882749663408876	encode_v4_hg19 ZSCAN23	ZSCAN23	6729.0	1	9408	34	476069	ENCFF241RGR.bed
3994	4	0.30457419437441513	1.2152855924275128	encode_v4_hg19 CTCF	CTCF	41056.0	2	13859	56	471595	ENCFF298KGE.bed
3995	4	0.3042045909643391	1.214293460074472	encode_v4_hg19 ZNF423	ZNF423	10502.0	2	13870	56	471584	ENCFF222HPT.bed
3996	2	0.3039206150746364	1.074752143061814	encode_v4_hg19 ZNF687	ZNF687	88756.0	9	138403	21	347079	ENCFF581GZR.bed
3997	6	0.3038436519986718	1.0260530180785135	encode_v4_hg19 MAX	MAX	43665.0	19	69937	110	415446	ENCFF713RHL.bed
3998	5	0.3036485201359271	1.0852927378542283	encode_v4_hg19 TFE3	TFE3	23693.0	5	32129	65	453313	ENCFF358INM.bed
3999	8	0.30360250262626964	1.2226071667826794	encode_v4_hg19 TRIM22	TRIM22	37301.0	2	22929	33	462548	ENCFF796RRA.bed
4000	1	0.3033087477591447	1.1089643771732998	encode_v4_hg19 UBTF	UBTF	19196.0	4	35298	46	450164	ENCFF326CIT.bed
4001	6	0.30321495518277614	1.203749333983277	encode_v4_hg19 ZNF17	ZNF17	2409.0	2	6268	127	479115	ENCFF300AER.bed
4002	1	0.3031647522973461	1.142120946479139	encode_v4_hg19 CTCF	CTCF	53621.0	3	25695	47	459767	ENCFF275GDH.bed
4003	6	0.3029447587372463	1.4596597236658522	encode_v4_hg19 ZNF462	ZNF462	14026.0	1	2584	128	482799	ENCFF477RJN.bed
4004	6	0.3020103573002638	1.455130832690213	encode_v4_hg19 JUN	JUN	2702.0	1	2592	128	482791	ENCFF821GUI.bed
4005	1	0.30193323061114263	1.0876334442687852	encode_v4_hg19 CTCF	CTCF	48351.0	5	44996	45	440466	ENCFF646OTN.bed
4006	1	0.30177065845907725	1.2101152674764661	encode_v4_hg19 ZNF584	ZNF584	14929.0	2	16159	48	469303	ENCFF005MBI.bed
4007	8	0.3017320571668567	1.083508707941008	encode_v4_hg19 ARID4B	ARID4B	51985.0	6	77840	29	407637	ENCFF492BXK.bed
4008	1	0.30156807072824693	1.4646974993138673	encode_v4_hg19 EP300	EP300	4848.0	1	6671	49	478791	ENCFF917NDE.bed
4009	4	0.30152167858898893	1.103563692808867	encode_v4_hg19 CTCF	CTCF	34564.0	4	30535	54	454919	ENCFF061UVF.bed
4010	1	0.30141672069536357	1.1057183904650563	encode_v4_hg19 FOSL2	FOSL2	51769.0	4	35394	46	450068	ENCFF772SCR.bed
4011	8	0.3011967534376284	1.0945147286697046	encode_v4_hg19 YY1	YY1	56775.0	5	64158	30	421319	ENCFF304RLZ.bed
4012	7	0.30117544981252764	1.0466046769604993	encode_v4_hg19 CTCF	CTCF	50646.0	9	45079	84	440340	ENCFF292VJF.bed
4013	2	0.30109595714279064	1.2200402242202075	encode_v4_hg19 ZNF589	ZNF589	20946.0	2	26851	28	458631	ENCFF345IHK.bed
4014	7	0.30091325424116655	1.0463230703664312	encode_v4_hg19 ZNF556	ZNF556	19971.0	9	45090	84	440329	ENCFF340TNC.bed
4015	8	0.30070816565338654	1.2147091649962423	encode_v4_hg19 NR2C1	NR2C1	15033.0	2	23071	33	462406	ENCFF469ZBB.bed
4016	1	0.30069234124776134	1.1370734330014012	encode_v4_hg19 POU2F2	POU2F2	20936.0	3	25803	47	459659	ENCFF393WDK.bed
4017	8	0.30046422051952826	1.4677473601522157	encode_v4_hg19 TCF7	TCF7	5489.0	1	9537	34	475940	ENCFF736XUU.bed
4018	6	0.3001999985272128	1.0937656937723976	encode_v4_hg19 JUND	JUND	12796.0	4	13797	125	471586	ENCFF287KKY.bed
4019	5	0.3000595702222142	1.0799597973457826	encode_v4_hg19 REST	REST	46597.0	5	32277	65	453165	ENCFF761YYL.bed
4020	2	0.30004777350861145	1.2171608250962502	encode_v4_hg19 TEAD1	TEAD1	35052.0	2	26911	28	458571	ENCFF128AZO.bed
4021	8	0.2999003347668409	1.092492231478121	encode_v4_hg19 MAX	MAX	43096.0	5	64261	30	421216	ENCFF104FEX.bed
4022	8	0.29969632426072546	1.2119512735440512	encode_v4_hg19 NFIA	NFIA	28834.0	2	23121	33	462356	ENCFF561XGT.bed
4023	4	0.2992538751304723	1.1318555003607316	encode_v4_hg19 CTCF	CTCF	33529.0	3	22319	55	463135	ENCFF728GND.bed
4024	1	0.2990554886952951	1.1337318326652324	encode_v4_hg19 CTCF	CTCF	47637.0	3	25875	47	459587	ENCFF229DYR.bed
4025	3	0.2989460114215897	1.0179158680463074	encode_v4_hg19 MAZ	MAZ	40311.0	22	54457	171	430862	ENCFF837NNR.bed
4026	4	0.29890804509791785	1.4490524065370582	encode_v4_hg19 LEF1	LEF1	3992.0	1	5807	57	479647	ENCFF689HWD.bed
4027	4	0.29880406820191757	1.448547510570969	encode_v4_hg19 ZNF280D	ZNF280D	8124.0	1	5809	57	479645	ENCFF309TEO.bed
4028	6	0.2987298252136906	1.0913208218649444	encode_v4_hg19 ZNF33A	ZNF33A	5707.0	4	13827	125	471556	ENCFF237AST.bed
4029	1	0.2985663942568893	1.2014988216912539	encode_v4_hg19 CTCF	CTCF	19185.0	2	16271	48	469191	ENCFF384CCC.bed
4030	3	0.2985159093375932	1.0503505973470817	encode_v4_hg19 FOXA3	FOXA3	12368.0	7	16788	186	468531	ENCFF197SXI.bed
4031	4	0.2980546980236705	1.0794100180177653	encode_v4_hg19 CTCF	CTCF	46262.0	5	39017	53	446437	ENCFF759TJN.bed
4032	2	0.2978423553197349	1.2111082515315421	encode_v4_hg19 NFIL3	NFIL3	40090.0	2	27038	28	458444	ENCFF489SJO.bed
4033	5	0.2976215401578615	1.126165397597149	encode_v4_hg19 UBTF	UBTF	9060.0	3	18563	67	466879	ENCFF568ZPW.bed
4034	6	0.29743303796308274	1.050963551553123	encode_v4_hg19 NR2C1	NR2C1	23262.0	7	25128	122	460255	ENCFF199GFU.bed
4035	8	0.2973960097818511	1.4526742635242191	encode_v4_hg19 OVOL3	OVOL3	7939.0	1	9634	34	475843	ENCFF583PWM.bed
4036	5	0.2972982467751594	1.0758496660871681	encode_v4_hg19 ZNF148	ZNF148	23503.0	5	32392	65	453050	ENCFF283UWH.bed
4037	4	0.297246221259766	1.0962758513800028	encode_v4_hg19 ZNF281	ZNF281	40214.0	4	30725	54	454729	ENCFF648ORA.bed
4038	1	0.29702217092599253	1.1295808930116376	encode_v4_hg19 CTCF	CTCF	44703.0	3	25965	47	459497	ENCFF223LTI.bed
4039	2	0.29689279623394854	1.208504667310041	encode_v4_hg19 FOXO1	FOXO1	25715.0	2	27093	28	458389	ENCFF331BSI.bed
4040	1	0.2966929555762825	1.0797605534309318	encode_v4_hg19 CTCF	CTCF	48583.0	5	45296	45	440166	ENCFF477QFS.bed
4041	5	0.2966622245139996	1.0929055797025278	encode_v4_hg19 XRCC5	XRCC5	12275.0	4	25505	66	459937	ENCFF708IYN.bed
4042	6	0.2966619906152293	1.119175915465555	encode_v4_hg19 SCRT1	SCRT1	22664.0	3	10111	126	475272	ENCFF424QVD.bed
4043	6	0.29652997323289826	1.18610901911481	encode_v4_hg19 EP300	EP300	13952.0	2	6360	127	479023	ENCFF678QTH.bed
4044	6	0.29591926524306866	1.4258195106739349	encode_v4_hg19 HMGA2	HMGA2	29915.0	1	2645	128	482738	ENCFF614IHQ.bed
4045	2	0.29575397906704914	1.1384203507623476	encode_v4_hg19 NFYA	NFYA	17575.0	3	43170	27	442312	ENCFF166QJY.bed
4046	4	0.29571353792298566	1.1246700932350648	encode_v4_hg19 PAX5	PAX5	24302.0	3	22455	55	462999	ENCFF192WNJ.bed
4047	6	0.2952075195975288	1.0677197122601045	encode_v4_hg19 ZNF485	ZNF485	9290.0	5	17663	124	467720	ENCFF837BSM.bed
4048	5	0.2951971973000049	1.4283333880558502	encode_v4_hg19 ZNF319	ZNF319	7195.0	1	4876	69	480566	ENCFF873VFI.bed
4049	6	0.2950145753742535	1.4214969686123555	encode_v4_hg19 MAFK	MAFK	7358.0	1	2653	128	482730	ENCFF436SJS.bed
4050	5	0.29488256144148295	1.120640688334712	encode_v4_hg19 OSR2	OSR2	31197.0	3	18651	67	466791	ENCFF632WJK.bed
4051	4	0.29480159069933776	1.1891257822782633	encode_v4_hg19 CTCF	CTCF	18562.0	2	14155	56	471299	ENCFF947KIQ.bed
4052	7	0.29449274293697003	1.4217025455240788	encode_v4_hg19 IRF5	IRF5	2082.0	1	3683	92	481736	ENCFF478SRO.bed
4053	3	0.29436850629314226	1.045379351062627	encode_v4_hg19 PRDM1	PRDM1	46632.0	7	16865	186	468454	ENCFF753PSU.bed
4054	3	0.29429527658172805	1.082078676070703	encode_v4_hg19 ZNF184	ZNF184	10997.0	4	9310	189	476009	ENCFF199LLV.bed
4055	1	0.2941533082389064	1.0932387968156558	encode_v4_hg19 FOXA3	FOXA3	47639.0	4	35768	46	449694	ENCFF601MBD.bed
4056	6	0.2940741065614429	1.0196474475682473	encode_v4_hg19 ZNF574	ZNF574	36272.0	18	66602	111	418781	ENCFF550VES.bed
4057	9	0.29402490803150566	1.4176141190371416	encode_v4_hg19 DDIT3	DDIT3	1859.0	1	2985	114	482412	ENCFF659PQJ.bed
4058	5	0.29390813710526387	1.4221467533488374	encode_v4_hg19 RUNX1	RUNX1	3789.0	1	4897	69	480545	ENCFF374EFU.bed
4059	8	0.2937360860648921	1.1300244914021242	encode_v4_hg19 PKNOX1	PKNOX1	34134.0	3	37191	32	448286	ENCFF946JFA.bed
4060	8	0.2937207507200805	1.4347424585092592	encode_v4_hg19 MITF	MITF	7498.0	1	9752	34	475725	ENCFF605XYC.bed
4061	3	0.29365287872568013	1.0137883454694017	encode_v4_hg19 SP7	SP7	50213.0	23	57142	170	428177	ENCFF925KAK.bed
4062	4	0.29358388755648046	1.0538740899893901	encode_v4_hg19 CTCF	CTCF	53779.0	7	55940	51	429514	ENCFF113VJZ.bed
4063	1	0.29285496025723123	1.1861801517341786	encode_v4_hg19 ZBTB6	ZBTB6	12953.0	2	16474	48	468988	ENCFF139IGE.bed
4064	8	0.29282695495955746	1.4304017629248342	encode_v4_hg19 SP110	SP110	4058.0	1	9781	34	475696	ENCFF342ETP.bed
4065	1	0.292715828468198	1.1858076072861945	encode_v4_hg19 CTCF	CTCF	18067.0	2	16479	48	468983	ENCFF574ILL.bed
4066	1	0.2927034622423774	1.4216829975082255	encode_v4_hg19 NR4A1	NR4A1	4788.0	1	6870	49	478592	ENCFF137TCL.bed
4067	4	0.29270285770457694	1.1835270745599835	encode_v4_hg19 CTCF	CTCF	21327.0	2	14220	56	471234	ENCFF724EMP.bed
4068	7	0.29260287411253383	1.037358772384098	encode_v4_hg19 NRL	NRL	19651.0	9	45443	84	439976	ENCFF233BHX.bed
4069	1	0.29257256215783967	1.4210536088260486	encode_v4_hg19 USF2	USF2	7977.0	1	6873	49	478589	ENCFF652ELW.bed
4070	5	0.29249293010373495	1.0858427318536232	encode_v4_hg19 ZBTB2	ZBTB2	16417.0	4	25662	66	459780	ENCFF209DVO.bed
4071	9	0.2924042377475602	1.045561124814087	encode_v4_hg19 FOXA2	FOXA2	45569.0	7	28334	108	457063	ENCFF656PGC.bed
4072	6	0.2922656683195163	1.1104261472564638	encode_v4_hg19 ZNF490	ZNF490	4994.0	3	10189	126	475194	ENCFF703APN.bed
4073	1	0.29209327584731754	1.418750546159571	encode_v4_hg19 THAP7	THAP7	3477.0	1	6884	49	478578	ENCFF372YFU.bed
4074	9	0.29203013189751204	1.408121911655375	encode_v4_hg19 ZNF532	ZNF532	3146.0	1	3005	114	482392	ENCFF795EGN.bed
4075	3	0.2920195045859584	1.0612279672258207	encode_v4_hg19 FOXJ3	FOXJ3	13800.0	5	11865	188	473454	ENCFF737BYI.bed
4076	9	0.2919308798164925	1.4076506187843134	encode_v4_hg19 RNF2	RNF2	6738.0	1	3006	114	482391	ENCFF408XPG.bed
4077	8	0.29181435291551644	1.425493572431427	encode_v4_hg19 ADNP	ADNP	21791.0	1	9814	34	475663	ENCFF739AJO.bed
4078	4	0.2917535775293609	1.0868979219051593	encode_v4_hg19 CTCF	CTCF	37582.0	4	30973	54	454481	ENCFF132UGC.bed
4079	7	0.291745243526564	1.4086001975844968	encode_v4_hg19 CHCHD3	CHCHD3	2273.0	1	3717	92	481702	ENCFF645IVF.bed
